1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
28956,One Hand,Weapon,Sword,Grand Marshal's Slicer,115,70,Rare,https://tbc.wowhead.com/item=28956,NA,221.1837,674.517,1082.75,720,3.6,0,58.15,59.45,0,0,321.79479,599.66987,0,0,0.342,1.206,156.74,161.5352,0,0,582.5258,0,18,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,13,NULL,NULL,NULL,8,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,71.7,149,224,2.6,NA,PvP,1,NA,-120.84,215.7437,666.109,1077.63,700.48,3.6,0,46.15,47.45,0,0,309.79479,575.86827,0,0,0.342,1.206,155.94,159.1352,0,0,569.0538,0,-126.28,366.94,361.82
29121,One Hand,Weapon,Dagger,Guile of Khoraazi,100,70,Epic,https://tbc.wowhead.com/item=29121,NA,225.8833,761.834,764.17,778.39,0,0,76.95,136.99,0,0,375.93631,645.14143,0,0,0,0,162.45,185.2727,0,0,659.2892,0,NULL,NULL,19,NULL,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,81.3,104,156,1.6,NA,NA,1,NA,67.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,413.08,413.08
29124,One Hand,Weapon,Sword,Vindicator's Brand,100,70,Epic,https://tbc.wowhead.com/item=29124,NA,235.1282,760.991,1321.57,811.96,0,0,66.5,66.5,0,0,369.90244,629.56372,0,0,0,0,158.46,179.7014,0,0,663.0808,0,NULL,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,81.2,147,275,2.6,Quartermaster Endarin,NA,1,NA,-78.28,222.2082,741.022,1309.41,765.6,0,0,38,38,0,0,341.40244,573.03492,0,0,0,0,156.56,174.0014,0,0,631.0848,0,-91.2,410.71,398.55
29125,One Hand,Weapon,Dagger,Retainer's Blade,100,70,Epic,https://tbc.wowhead.com/item=29125,NA,239.753,743.894,702.48,741.62,4.2,0,45.1,114.62,0,0,347.4347,678.0368,0,0,0.399,1.407,179.4,174.8194,0,0,623.436,0,21,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,81,97,146,1.5,The Scryers,Exalted,1,NA,50.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,396.98,396.98
29150,One Hand,Weapon,Dagger,Hardened Stone Shard,91,62,Rare,https://tbc.wowhead.com/item=29150,NA,174.3243,515.859,581.47,547.68,3.2,0,40,40,0,0,245.03011,469.00603,0,0,0.304,1.072,121.99,120.9166,0,0,446.1192,0,16,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,55.3,79,120,1.8,NA,Mycah,1,NA,-63.88,166.1643,503.247,573.79,518.4,3.2,0,22,22,0,0,227.03011,433.30363,0,0,0.304,1.072,120.79,117.3166,0,0,425.9112,0,-72.04,277.38,269.7
29156,One Hand,Weapon,Sword,Honor's Call,100,70,Epic,https://tbc.wowhead.com/item=29156,NA,231.5101,735.34,898.12,722.32,2.6,0,12,12,0,0,296.36857,607.93731,0,0,0.247,0.871,172.99,164.6,0,0,605.8264,0,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NA,NULL,NULL,16,NA,NULL,NA,NA,NA,NULL,81.1,102,190,1.8,Honor Hold,Exalted,1,NA,-23.4,226.0701,726.932,893,702.8,2.6,0,0,0,0,0,284.36857,584.13571,0,0,0.247,0.871,172.19,162.2,0,0,592.3544,0,-28.84,386.29,381.17
29165,One Hand,Weapon,Axe,Warbringer,100,70,Epic,https://tbc.wowhead.com/item=29165,NA,229.4591,734.66,897.48,719.88,2.4,0,10.5,10.5,0,0,293.16857,602.02921,0,0,0.228,0.804,171.99,164.3,0,0,604.1424,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NA,NULL,NULL,16,NA,NULL,NA,NA,NA,NULL,81.1,102,190,1.8,Thrallmar,Exalted,1,NA,-25.84,224.6991,727.303,893,702.8,2.4,0,0,0,0,0,282.66857,581.20281,0,0,0.228,0.804,171.29,162.2,0,0,592.3544,0,-30.6,385.65,381.17
29182,One Hand,Weapon,Dagger,Riftmaker,100,70,Epic,https://tbc.wowhead.com/item=29182,NA,223.8644,756.816,852.53,773.61,0,0,65.05,131.41,0,0,367.27018,637.32114,0,0,0,0,162.28,181.7533,0,0,646.9116,0,NULL,NULL,21,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,81.4,117,176,1.8,NA,Alurmi,1,NA,26.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,407.91,407.91
29346,One Hand,Weapon,Dagger,Feltooth Eviscerator,110,70,Epic,https://tbc.wowhead.com/item=29346,NA,235.8314,804.293,770.77,797.92,0,0,68.1,70.3,0,0,371.26498,638.40354,0,0,0,0,167.6,194.3758,0,0,690.5196,0,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,85.4,83,156,1.4,NA,NA,1,NA,101.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438.95,438.95
29360,One Hand,Weapon,Dagger,Vileblade of the Betrayer,105,70,Epic,https://tbc.wowhead.com/item=29360,NA,225.9236,779.67,877.4,782.8,0,0,60,60,0,0,339.11532,610.84876,0,0,0,0,162.44,185.518,0,0,670.6144,0,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,83.6,120,181,1.8,Arcatraz,Harbinger Skyriss,1,NA,24.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,419.62,419.62
29362,One Hand,Weapon,Sword,The Sun Eater,105,70,Epic,https://tbc.wowhead.com/item=29362,NA,240.1594,750.6,817.8,715.2,4.4,0,0,0,0,0,278.44758,645.08784,0,0,0.418,1.474,194.86,166.8,0,0,609.1536,0,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,19,NULL,13,NA,NULL,NA,NA,NA,NULL,83.4,93,174,1.6,Mechanar,Pathaleon the Calculator,1,NA,-6.47999999999999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,391.98,391.98
29456,One Hand,Weapon,Sword,Gift of the Ethereal,94,63,Rare,https://tbc.wowhead.com/item=29456,NA,173.8075,527.532,710.46,562.52,3.6,0,48.6,86.52,0,0,254.63655,494.20115,0,0,0.342,1.206,128.59,127.3196,0,0,454.028,0,18,NULL,12,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,56.5,79,147,2,NA,NA,1,NA,-91.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,285.11,285.11
29924,One Hand,Weapon,Axe,Netherbane,134,70,Epic,https://tbc.wowhead.com/item=29924,NA,289.3865,903.605,1573.2,945.25,4.2,0,91.25,170.25,0,0,449.68455,831.44905,0,0,0.399,1.407,212.15,219.7795,0,0,780.986,0,21,NULL,25,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,96.5,175,327,2.6,Tempest Keep,Al'ar,2,NA,-24.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,489.85,489.85
29962,One Hand,Weapon,Dagger,Heartrazor,134,70,Epic,https://tbc.wowhead.com/item=29962,NA,286.9364,881.14,1077,869.4,6,0,41,104.2,0,0,391.85068,798.38424,0,0,0.57,2.01,216.16,204.454,0,0,733.0256,0,30,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,96.4,121,226,1.8,Tempest Keep,High Astromancer Solarian,2,NA,44.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,467.88,467.88
29996,One Hand,Weapon,Mace,Rod of the Sun King,141,70,Epic,https://tbc.wowhead.com/item=29996,NA,266.5822,925.434,1677.54,934.6,0,0,52,52,0,0,386.53774,712.22782,0,0,0,0,193.5,216.2756,0,0,783.8608,0,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,100.2,189,352,2.7,Tempest Keep,Kael'thas Sunstrider,2,NA,-72.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,494.08,494.08
30013,One Hand,Weapon,Dagger,Twin-Bladed Ripper,109,0,Rare,https://tbc.wowhead.com/item=30013,NA,214.1239,637.502,775.21,685.18,2.4,0,65.1,103.02,0,0,346.95903,620.15019,0,0,0.228,0.804,145.45,161.6046,0,0,568.6036,0,12,NULL,12,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,7,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,66.9,84,157,1.8,Netherstorm,Nexus-King Salhadaar,1,NA,13.3,206.6439,625.941,768.17,658.34,2.4,0,48.6,86.52,0,0,330.45903,587.42299,0,0,0.228,0.804,144.35,158.3046,0,0,550.0796,0,5.82,351.74,344.7
30058,One Hand,Weapon,Mace,Mallet of the Tides,134,70,Epic,https://tbc.wowhead.com/item=30058,NA,300.6028,888.98,1027.22,862.64,6.8,0,0,0,0,0,367.98616,833.76068,0,0,0.646,2.278,223.72,213.97,0,0,747.2072,0,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NA,NULL,NULL,16,NA,NULL,NA,NA,NA,NULL,96.8,115,214,1.7,Serpentshrine Cavern,The Lurker Below,2,NA,53.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,476.38,476.38
30077,One Hand,Weapon,Sword,Windforged Rapier,100,65,Rare,https://tbc.wowhead.com/item=30077,NA,179.8146,561.72,645.16,594.36,0,0,36,36,0,0,279.12522,470.70426,0,0,0,0,117.54,128.4,0,0,483.0384,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,60.6,72,134,1.7,Blacksmithing,Crafted,1,NA,-26.76,163.4946,536.496,629.8,535.8,0,0,0,0,0,0,243.12522,399.29946,0,0,0,0,115.14,121.2,0,0,442.6224,0,-43.08,300.18,284.82
30082,One Hand,Weapon,Sword,Talon of Azshara,134,70,Epic,https://tbc.wowhead.com/item=30082,NA,291.2885,910.435,1635,974.95,0,0,100.75,148.15,0,0,478.68455,807.040040909091,0,0,0,0,200.65,219.9525,0,0,800.206,0,NULL,NULL,15,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,168,96.5,182,339,2.7,Serpentshrine Cavern,Morogrim Tidewalker,2,NA,-12.85,277.6885,889.415,1622.2,926.15,0,0,70.75,118.15,0,0,448.68455,747.536040909091,0,0,0,0,198.65,213.9525,0,0,766.526,0,-26.45,495.25,482.45
30087,One Hand,Weapon,Axe,Stormforged Axe,100,65,Rare,https://tbc.wowhead.com/item=30087,NA,167.8146,561.648,981.26,615.84,0,0,49.2,125.04,0,0,286.32522,489.54906,0,0,0,0,122.34,135.1848,0,0,477.3264,0,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,60.6,110,205,2.6,Blacksmithing,Crafted,1,NA,-167.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302.58,302.58
30089,One Hand,Weapon,Mace,Lavaforged Warhammer,100,65,Rare,https://tbc.wowhead.com/item=30089,NA,164.2084,565.416,947.26,606.2,0,0,48,48,0,0,249.65748,445.98164,0,0,0,0,117.64,135.4544,0,0,489.1616,0,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,60.4,105,197,2.5,Blacksmithing,Crafted,1,NA,-157.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305.24,305.24
30103,One Hand,Weapon,Dagger,Fang of Vashj,141,70,Epic,https://tbc.wowhead.com/item=30103,NA,311.3563,954.822,1076.95,968.26,3.8,0,56,56,0,0,458.07161,899.48963,0,0,0.361,1.273,215.23,248.2518,0,0,848.8612,0,19,NULL,NULL,NULL,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,100.3,144,217,1.8,Serpentshrine Cavern,Lady Vashj,2,NA,122.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,528.46,528.46
30311,One Hand,Weapon,Sword,Warp Slicer,175,70,Legendary,https://tbc.wowhead.com/item=30311,NA,373.7772,1154.615,2223.35,1178.6,7,0,108.75,111.25,0,0,537.23914,1025.21952,0,0,0.665,2.345,271.63,280.766,0,0,999.7738,0,35,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,122.2,248,461,2.9,Tempest Keep,Kael'thas Sunstrider,6,NA,21.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,630.99,630.99
30312,One Hand,Weapon,Dagger,Infinity Blade,175,70,Legendary,https://tbc.wowhead.com/item=30312,NA,374.0323,1155.515,1551.25,1152.4,7,0,108.75,111.25,0,0,537.57301,1025.87843,0,0,0.665,2.345,271.82,280.966,0,0,1000.5042,0,35,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,122.3,171,318,2,Tempest Keep,Kael'thas Sunstrider,6,NA,156.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,631.46,631.46
30733,One Hand,Weapon,Sword,Hope Ender,120,70,Epic,https://tbc.wowhead.com/item=30733,NA,243.8498,840.015,1459.95,866.4,0,0,70,70,0,0,369.81526,661.70118,0,0,0,0,174.82,200.971,0,0,725.8992,0,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,89.8,163,304,2.6,World Boss,Doom Lord Kazzak,1,NA,-68.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453.21,453.21
30788,One Hand,Weapon,Sword,Illidari-Bane Broadsword (Demon),115,0,Rare,https://tbc.wowhead.com/item=30788,NA,202.5297,687.5685,1225.785,747.6,0,0,93,93,0,0,332.38479,565.43847,0,0,0,0,141.81,171.7929,0,0,616.6968,0,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,71.7,135,252,2.7,NA,Quenching the Blade,1,NA,-111.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,378.375,378.375
30865,One Hand,Weapon,Dagger,Tracker's Blade,141,70,Epic,https://tbc.wowhead.com/item=30865,NA,297.4623,957.458,977.04,980.68,0,0,109.65,111.95,0,0,497.38161,807.98033,0,0,0,0,198.66,233.8286,0,0,844.5182,0,NULL,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,23,NULL,NULL,NULL,20,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,100.3,105,196,1.5,Hyjal Summit,Rage Winterchill,3,NA,189.12,283.8623,936.438,964.24,931.88,0,0,79.65,81.95,0,0,467.38161,748.47633,0,0,0,0,196.66,227.8286,0,0,810.8382,0,175.52,527.25,514.45
30874,One Hand,Weapon,Sword,The Unbreakable Will,141,70,Epic,https://tbc.wowhead.com/item=30874,NA,306.6383,902.7,982.3,850.4,6.6,0,0,0,0,0,334.87161,800.95623,0,0,0.627,2.211,244.07,200.6,0,0,732.5912,0,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,21,NA,NULL,NA,NA,NA,308,100.3,112,209,1.6,Hyjal Summit,Anetheron,3,NA,40.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,471.41,471.41
30881,One Hand,Weapon,Sword,Blade of Infamy,141,70,Epic,https://tbc.wowhead.com/item=30881,NA,282.8542,946.208,1638.94,997.48,0,0,113.4,201.88,0,0,488.53774,821.51902,0,0,0,0,202.14,233.8124,0,0,828.3488,0,NULL,NULL,28,NULL,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,100.2,182,339,2.6,Hyjal Summit,Anetheron,3,NA,8.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516.58,516.58
30901,One Hand,Weapon,Dagger,Boundless Agony,141,70,Epic,https://tbc.wowhead.com/item=30901,NA,287.8093,962.79,1089.53,970.04,0,0,100.2,113.1,0,0,490.45161,769.22453,0,0,0,0,194.17,230.3252,0,0,824.3972,0,NULL,NULL,NULL,NULL,NULL,NULL,210,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,100.3,144,217,1.8,Hyjal Summit,Azgalor,3,NA,124.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,541.04,541.04
30999,One Hand,Weapon,Dagger,Ashtongue Blade,109,0,Rare,https://tbc.wowhead.com/item=30999,NA,194.9078,626.827,599.34,640.71,2,0,62.55,97.31,0,0,301.52516,550.84528,0,0,0.19,0.67,141.62,152.2217,0,0,543.8132,0,10,NULL,11,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,66.8,65,122,1.4,Shadowmoon Valley,Akama's Promise,1,NA,41.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,339.9,339.9
31071,One Hand,Weapon,Axe,Grom'tor's Charge,109,0,Rare,https://tbc.wowhead.com/item=31071,NA,207.4952,609.539,663.18,601.07,6,0,14.35,36.47,0,0,248.86064,565.09432,0,0,0.57,2.01,161.18,138.4789,0,0,500.9508,0,30,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,11,NA,NULL,NA,NA,NA,NULL,67.2,75,140,1.6,Shadowmoon Valley,The Cipher of Damnation,1,NA,-36.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,321.02,321.02
31073,One Hand,Weapon,Dagger,Borak's Reminder,109,0,Rare,https://tbc.wowhead.com/item=31073,NA,192.5199,632.487,768.32,670.59,0,0,73.05,107.81,0,0,324.25903,543.00159,0,0,0,0,133.51,154.5217,0,0,556.3316,0,NULL,NULL,11,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,66.9,84,157,1.8,NA,The Cipher of Damnation,1,NA,-1.29000000000001,187.7599,625.13,763.84,653.51,0,0,62.55,97.31,0,0,313.75903,522.17519,0,0,0,0,132.81,152.4217,0,0,544.5436,0,-6.05000000000001,344.85,340.37
31139,One Hand,Weapon,Mace,Fist of Reckoning,88,61,Rare,https://tbc.wowhead.com/item=31139,NA,158.9071,513.874,921.06,578.36,0,0,51.8,53.4,0,0,262.54367,428.54551,0,0,0,0,106.91,124.4604,0,0,447.8104,0,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,16,NULL,NULL,NULL,10,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,54.1,102,190,2.7,NA,World Drop,1,NA,-188.96,152.1071,503.364,914.66,553.96,0,0,36.8,38.4,0,0,247.54367,398.79351,0,0,0,0,105.91,121.4604,0,0,430.9704,0,-195.76,282.33,275.93
31153,One Hand,Weapon,Axe,Axe of the Legion,94,63,Rare,https://tbc.wowhead.com/item=31153,NA,184.7797,544.08,868.68,580.44,3,0,0,0,0,0,270.36029,538.43667,0,0,0.285,1.005,124.414,145.5892,0,0,489.5168,0,15,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,56.7,95,177,2.4,NA,World Drop,1,NA,-146.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303.27,303.27
31193,One Hand,Weapon,Dagger,Blade of Unquenched Thirst,97,64,Rare,https://tbc.wowhead.com/item=31193,NA,152.8551,532.899,470.39,525.8,0,0,22,22,0,0,215.97847,404.82671,0,0,0,0,111.71,122.9166,0,0,446.3624,0,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,58.1,53,98,1.3,NA,World Drop,1,NA,-10.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,282.86,282.86
31234,One Hand,Weapon,Sword,Crystalblade of the Draenei,103,66,Rare,https://tbc.wowhead.com/item=31234,NA,189.3958,565.2,615.7,550.4,3.6,0,0,0,0,0,209.67036,493.776589090909,0,0,0.342,1.206,150.47,125.6,0,0,458.6912,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,13,NA,NULL,NA,NA,NA,195,62.8,70,131,1.6,NA,NA,1,NA,-64.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,295.16,295.16
31305,One Hand,Weapon,Dagger,Ced's Carver,115,70,Rare,https://tbc.wowhead.com/item=31305,NA,210.0927,673.655,758.17,685.76,2.6,0,54.8,56.4,0,0,307.30479,570.88937,0,0,0.247,0.871,152.13,162.1558,0,0,577.5208,0,13,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,NULL,NULL,NA,NULL,NA,NA,NA,NULL,71.7,103,155,1.8,NA,NA,1,NA,-11.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,366.66,366.66
