1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
22807,Main Hand,Weapon,Sword,Wraith Blade,83,60,Epic,https://tbc.wowhead.com/item=22807,NA,110.5,331.2,194.58,385.2,6.16,101.6496,0,0,2.4,107.64,157.17303,6.4015,108.434,131.19,107.48,107.8,154.96,109.2072,8.8,100.44,372.6,4.16,10,8,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.4,39,110,1.8,Naxxramas,Maexxna,1,NA,-154.08
22942,Main Hand,Weapon,Mace,The Widow's Embrace,81,60,Epic,https://tbc.wowhead.com/item=22942,NA,112.9,334.4,196.46,391.4,47.77,2.284,0,0,51.76,9.32,158.69161,7.6818,19.816,6.36,2.72,3.32,91.42,83.6528,143.4,2.16,376.2,167.24,12,12,NULL,NULL,14,NULL,NULL,NULL,161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.8,43,116,1.9,Naxxramas,Grand Widow Faerlina,1,NA,-167.96
22988,Main Hand,Weapon,Mace,The End of Dreams,83,60,Epic,https://tbc.wowhead.com/item=22988,Druid,139.5,541.8535,355.555,829.6,9.36,95.806,218.691,132.399,3.9,99.94,588.904865,114.07195,104.899,121.84,96.43,97.08,187.91,240.9407,14.3,97.34,816.3,6.76,13,13,NULL,NULL,NULL,423,NULL,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,43.7,45,121,1.9,Naxxramas,Grobbulus,1,NA,260.36
23056,Main Hand,Weapon,Mace,Hammer of the Twisting Nether,89,60,Epic,https://tbc.wowhead.com/item=23056,NA,109.6,332.8,195.52,389.8,60.54,0.682,0,0,73.18,8.82,157.93232,5.1212,15.087,5.83,2.97,4.16,87.34,83.2484,218.5,1.98,374.4,259.72,8,11,NULL,NULL,NULL,NULL,NULL,NULL,238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.6,37,121,1.9,Naxxramas,Kel'Thuzad,1,NA,-168.52
23554,Main Hand,Weapon,Dagger,Eternium Runed Blade,105,70,Epic,https://tbc.wowhead.com/item=23554,NA,104.5,334.4,196.46,385.4,11.14,172.9475,0,0,5.7,187.82,158.69161,0,193.808,233.216,178.7,183.43,198.92,130.6228,38.75,185.07,376.2,26.47,NULL,19,NULL,NULL,NULL,NULL,NULL,168,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.8,28,114,1.7,Blacksmithing,Crafted,1,NA,-137.96
23556,Main Hand,Weapon,Mace,Hand of Eternity,105,70,Epic,https://tbc.wowhead.com/item=23556,NA,109.25,349.6,205.39,406.6,77.63,1.24,0,0,95.42,11.66,165.904865,0,22.466,10.6,3.74,5.3,85.03,87.488,289.6,3.6,393.3,341.4,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,43.7,35,131,1.9,Blacksmithing,Crafted,1,NA,-162.64
24361,Main Hand,Weapon,Sword,Spellfire Longsword,91,62,Rare,https://tbc.wowhead.com/item=24361,NA,114,331.2,194.58,397.2,10.28,64.56,0,0,4.2,73.32,157.17303,9.60225,77.494,90.18,72.04,72.64,132.76,98.4072,15.4,63.52,372.6,7.28,15,14,NULL,NULL,NULL,NULL,NULL,56,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.4,54,128,2.2,Slave Pens,Mennu the Betrayer,1,NA,-214.08
24378,Main Hand,Weapon,Mace,Coilfang Hammer of Renewal,91,62,Rare,https://tbc.wowhead.com/item=24378,NA,110.25,330.4,194.11,402.4,36.22,2.126,0,0,36.86,9.02,156.793385,6.4015,19.409,6.89,2.63,3.28,88.77,82.6572,100.3,2.34,371.7,112.76,10,13,NULL,NULL,12,NULL,NULL,NULL,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.3,59,139,2.4,Slave Pens,Rokmar the Crackler,1,NA,-244.36
24384,Main Hand,Weapon,Mace,Diamond-Core Sledgemace,88,61,Rare,https://tbc.wowhead.com/item=24384,NA,111.4,329.6,193.64,404.6,14.68,51.868,0,0,9.2,59.22,156.41374,7.6818,65.874,69.13,53.64,54.74,126.18,96.6192,25.4,53.52,370.8,17.28,12,14,NULL,NULL,NULL,NULL,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.2,62,144,2.5,Blood Furnace,The Maker,1,NA,-259.64
24453,Main Hand,Weapon,Dagger,Zangartooth Shortblade,94,63,Rare,https://tbc.wowhead.com/item=24453,NA,112.35,330.4,194.11,375.4,9.88,71.0984,0,0,4.2,80.72,156.793385,8.32195,84.404,99.23,79.94,80.52,134.27,99.5952,15.4,69.52,371.7,7.28,13,14,NULL,NULL,NULL,NULL,NULL,61,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.3,36,88,1.5,The Underbog,Swamplord Musel'ek,1,NA,-109.36
25536,Main Hand,Weapon,Mace,Sporeggar Smasher,94,0,Rare,https://tbc.wowhead.com/item=25536,NA,116.1,331.2,194.58,394.2,28.75,2.064,0,0,24.86,8.64,157.17303,11.5227,18.516,6.36,2.52,3.12,96.06,82.8528,63.2,2.16,372.6,67.24,18,12,NULL,NULL,12,NULL,NULL,NULL,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.4,51,123,2.1,NA,Fhwoor Smash!,1,NA,-199.08
25759,Main Hand,Weapon,Mace,Mogor's Anointing Club,103,0,Rare,https://tbc.wowhead.com/item=25759,NA,116.3,329.6,193.64,392.6,45.96,0.806,0,0,50.5,7.84,156.41374,12.16285,14.899,6.89,2.53,3.58,96.68,82.4572,152.3,2.34,370.8,176.76,19,13,NULL,NULL,NULL,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.2,47,126,2.1,NA,NA,1,NA,-199.64
25774,Main Hand,Weapon,Dagger,Azure Lightblade,100,0,Rare,https://tbc.wowhead.com/item=25774,NA,115.85,330.4,194.11,375.4,44.85,2.126,0,0,46.48,9.02,156.793385,11.5227,19.409,6.89,2.63,3.28,95.97,82.6572,129.9,2.34,371.7,149.76,18,13,NULL,NULL,12,NULL,NULL,NULL,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.3,44,80,1.5,NA,Wanted: Durn the Hungerer,1,NA,-109.36
25836,Main Hand,Weapon,Mace,Preserver's Cudgel,91,62,Rare,https://tbc.wowhead.com/item=25836,NA,114.7,331.2,194.58,406.2,33.87,0.682,0,0,35.6,7.08,157.17303,10.2424,13.113,5.83,2.31,3.26,94.16,82.8484,106.1,1.98,372.6,120.72,16,11,NULL,NULL,NULL,NULL,NULL,NULL,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.4,62,145,2.5,Fedryen Swiftspear,NA,1,NA,-259.08
25943,Main Hand,Weapon,Fist,Creepjacker,97,64,Rare,https://tbc.wowhead.com/item=25943,NA,157.55,491.086,294.22,594.37,2.6,0,24.876,17.266,0,0,273.804235,21.521975,0,0,0,0,126.1,133.5199,0,0,578.31,0,13,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,58.3,106,197,2.6,Mana-Tombs,Pandemonius,1,NA,-176.79
27426,Main Hand,Weapon,Mace,Northshire Battlemace,103,66,Rare,https://tbc.wowhead.com/item=27426,NA,113.95,328.8,193.17,409.8,46.59,0.93,0,0,51.36,8.6,156.034095,10.2424,16.685,7.95,2.75,3.9,93.99,82.266,155.3,2.7,369.9,178.8,16,15,NULL,NULL,NULL,NULL,NULL,NULL,161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,60,162,2.7,Old Hillsbrad Foothills,Captain Skarloc,1,NA,-289.92
27431,Main Hand,Weapon,Dagger,Time-Shifted Dagger,103,66,Rare,https://tbc.wowhead.com/item=27431,NA,114.25,332,195.05,383,11.58,88.2635,0,0,4.5,98.5,157.552675,9.60225,104.21,123.098,91.98,95.07,153.35,106.8492,27.55,96.15,373.5,18.07,15,15,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.5,38,103,1.7,Old Hillsbrad Foothills,Epoch Hunter,1,NA,-138.8
27512,Main Hand,Weapon,Sword,The Willbreaker,115,70,Rare,https://tbc.wowhead.com/item=27512,NA,113.25,328.8,193.17,382.8,11.3,124.9195,0,0,4.2,136.52,156.034095,9.60225,140.929,169.912,129.51,133.27,177.69,116.096,29.85,134.57,369.9,20.71,15,14,NULL,NULL,NULL,NULL,NULL,121,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,35,113,1.8,Blood Furnace,Keli'dan the Breaker,1,NA,-154.92
27533,Main Hand,Weapon,Fist,Demonblood Eviscerator,115,70,Rare,https://tbc.wowhead.com/item=27533,NA,200.35,606.896,367.16,722.95,3.2,0,14.476,8.764,0,0,349.986565,35.30405,0,0,0,0,155.71,174.2455,0,0,724.3,0,16,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,71.7,130,243,2.6,Shattered Halls,Warchief Kargath Bladefist,1,NA,-117.89
27538,Main Hand,Weapon,Mace,Lightsworn Hammer,115,70,Rare,https://tbc.wowhead.com/item=27538,NA,111.15,328.8,193.17,382.8,59.25,0.682,0,0,70.32,8.82,156.034095,7.6818,15.087,5.83,2.97,4.16,89.99,82.2484,209.7,1.98,369.9,248.72,12,11,NULL,NULL,NULL,NULL,NULL,NULL,227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,35,113,1.8,Shattered Halls,Warchief Kargath Bladefist,1,NA,-154.92
27543,Main Hand,Weapon,Dagger,Starlight Dagger,115,70,Rare,https://tbc.wowhead.com/item=27543,NA,114.75,333.6,195.99,378.6,10.8,134.2372,0,0,4.5,145.9,158.311965,9.60225,148.217,178.36,145.85,146.44,178.93,117.0556,16.5,131.7,375.3,7.8,15,15,NULL,NULL,NULL,NULL,NULL,121,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.7,30,95,1.5,Slave Pens,Mennu the Betrayer,1,NA,-108.24
27741,Main Hand,Weapon,Mace,Bleeding Hollow Warhammer,115,70,Rare,https://tbc.wowhead.com/item=27741,NA,111.65,330.4,194.11,402.4,12.2,124.926,0,0,5.1,137.06,156.793385,7.6818,143.043,170.556,129.43,133.16,175.67,116.4948,32.3,134.46,371.7,21.48,12,17,NULL,NULL,NULL,NULL,NULL,121,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.3,47,151,2.4,Slave Pens,Quagmirran,1,NA,-244.36
27846,Main Hand,Weapon,Fist,Claw of the Watcher,115,70,Rare,https://tbc.wowhead.com/item=27846,NA,198.2,610.748,370.32,730.8,7.57,18,38.904,34.04,11.44,18,366.70762,34.3618,17.676,21.78,18,19.76,155.48,171.5436,28.8,14,716.04,31,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Blue,Red,NA,NULL,71.6,125,233,2.5,Auchenai Crypts,Shirrak the Dead Watcher,1,NA,-91.5
27868,Main Hand,Weapon,Dagger,Runesong Dagger,112,68,Rare,https://tbc.wowhead.com/item=27868,NA,107.65,317.6,186.59,362.6,9.32,125.272,0,0,3.3,137.18,150.719065,7.6818,139.945,171.16,130.41,134.56,172.03,113.326,29.1,135.98,357.3,21.52,12,11,NULL,NULL,NULL,NULL,NULL,121,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,39.7,28,91,1.5,Shattered Halls,Warbringer O'mrogg,1,NA,-113.84
27876,Main Hand,Weapon,Mace,Will of the Fallen Exarch,115,70,Rare,https://tbc.wowhead.com/item=27876,NA,116.05,328.8,193.17,382.8,46.93,0,0,0,59.02,0,156.034095,12.16285,0,0,0,0,95.19,82.2,181.6,0,369.9,227,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,35,113,1.8,Auchenai Crypts,Avatar of the Martyred,1,NA,-154.92
27899,Main Hand,Weapon,Sword,Mana Wrath,115,70,Rare,https://tbc.wowhead.com/item=27899,NA,119.55,328.8,193.17,382.8,14.16,127.116,0,0,5.4,132.84,156.034095,15.3636,139.806,162,127.98,128.88,189.69,117.2568,19.8,129.24,369.9,9.36,24,18,NULL,NULL,NULL,NULL,NULL,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,35,113,1.8,Mechanar,Pathaleon the Calculator,1,NA,-154.92
27905,Main Hand,Weapon,Sword,Greatsword of Horrid Dreams,115,70,Rare,https://tbc.wowhead.com/item=27905,NA,113.25,328.8,193.17,382.8,10.28,141.6368,0,0,4.2,152.12,156.034095,9.60225,154.162,185.72,151.84,152.4,183.99,118.3496,15.4,139.52,369.9,7.28,15,14,NULL,NULL,NULL,NULL,NULL,130,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,35,113,1.8,Shadow Labyrinth,Murmur,1,NA,-154.92
27937,Main Hand,Weapon,Mace,Sky Breaker,115,68,Rare,https://tbc.wowhead.com/item=27937,NA,111.85,328.8,193.17,382.8,13,133.24,0,0,6,139.6,156.034095,8.32195,147.484,170.32,134.2,135.2,184.19,118.9312,22,135.6,369.9,10.4,13,20,NULL,NULL,NULL,NULL,NULL,132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,35,113,1.8,Auchenai Crypts,Avatar of the Martyred,1,NA,-154.92
28216,Main Hand,Weapon,Mace,Dathrohan's Ceremonial Hammer,115,70,Rare,https://tbc.wowhead.com/item=28216,NA,111.85,328.8,193.17,382.8,63.99,2.848,0,0,71.32,11.44,156.034095,8.32195,24.202,7.42,3.34,4.04,91.19,82.2616,198.8,2.52,369.9,234.28,13,14,NULL,NULL,18,NULL,NULL,NULL,227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,35,113,1.8,Old Hillsbrad Foothills,Captain Skarloc,1,NA,-154.92
28257,Main Hand,Weapon,Mace,Hammer of the Penitent,115,70,Rare,https://tbc.wowhead.com/item=28257,NA,102.75,328.8,193.17,382.8,65.38,2.422,0,0,75.67,13.98,156.034095,0,26.686,8.48,4.38,5.66,79.69,82.2704,212.5,2.88,369.9,247.32,NULL,16,NULL,NULL,13,NULL,NULL,NULL,227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.1,35,113,1.8,Mechanar,Mechano-Lord Capacitus,1,NA,-154.92
28297,Main Hand,Weapon,Dagger,Gladiator's Spellblade,123,70,Epic,https://tbc.wowhead.com/item=28297,NA,122.85,330.4,194.11,378.4,14.96,200.116,0,0,5.4,205.84,156.793385,17.9242,211.492,250.33,200.98,201.88,244.77,137.9216,19.8,202.24,371.7,9.36,28,18,NULL,NULL,NULL,NULL,NULL,199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.3,22,110,1.6,Season 1,PvP,1,NA,-124.36
28313,Main Hand,Weapon,Fist,Gladiator's Right Ripper,123,70,Epic,https://tbc.wowhead.com/item=28313,NA,249.225,763.046,455.85,882.99,4.2,0,33.019,27.574,0,0,429.206585,32.26915,0,0,0,0,197.2,212.6275,0,0,891.31,0,21,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,15,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,91.3,166,309,2.6,Season 1,PvP,1,NA,-59.77
28322,Main Hand,Weapon,Dagger,Runed Dagger of Solace,115,70,Rare,https://tbc.wowhead.com/item=28322,NA,121.05,333.6,195.99,378.6,47.93,0,0,0,59.02,0,158.311965,15.3636,0,0,0,0,100.83,83.4,181.6,0,375.3,227,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.7,30,95,1.5,Botanica,Thorngrin the Tender,1,NA,-108.24
28392,Main Hand,Weapon,Fist,Reflex Blades,115,70,Rare,https://tbc.wowhead.com/item=28392,NA,195.95,599.024,357.15,724.36,2.6,0,28.176,26.016,0,0,351.058265,24.62795,0,0,0,0,151.45,173.992,0,0,698.74,0,13,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,71.7,135,252,2.7,Arcatraz,Dalliah the Doomsayer,1,NA,-134.48
29371,Main Hand,Weapon,Fist,Nexus-Claw,108,0,Uncommon,https://tbc.wowhead.com/item=29371,NA,147.45,488.486,292.942,598.54,0,0,25.676,17.92,0,0,274.016197,13.67695,0,0,0,0,113.714,133.2942,0,0,576.32,0,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,0,57.86,113,211,2.8,NA,Dealer Jadyan,0,NA,-206.332
29380,Main Hand,Weapon,Sword,Ethereum Phase Blade,108,0,Uncommon,https://tbc.wowhead.com/item=29380,NA,155.275,461.04,270.861,518.04,8.92,13.682,0,0,3.3,17.18,218.7894135,10.2424,22.589,21.56,14.21,14.76,134.097,118.9172,12.1,14.98,518.67,5.72,16,11,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,0,57.63,76,143,1.9,NA,Dealer Jadyan,0,NA,-123.636
30277,Main Hand,Weapon,Fist,Ripfang Paw,111,0,Uncommon,https://tbc.wowhead.com/item=30277,NA,160.375,499.794,298.267,613.18,1.8,0,27.104,19.356,0,0,289.2486745,22.01685,0,0,0,0,126.659,135.592,0,0,587.69,0,9,NULL,10,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,0,59.81,113,210,2.7,NA,Declawing Doomclaw,0,NA,-183.832
31447,Main Hand,Weapon,Dagger,Vibro Dagger,105,0,Uncommon,https://tbc.wowhead.com/item=31447,NA,114.075,331.44,194.721,373.44,33.43,0.682,0,0,35.64,6.5,157.2869235,9.60225,12.455,5.83,2.09,2.96,93.317,82.9084,107.3,1.98,372.87,122.72,15,11,NULL,NULL,NULL,NULL,NULL,NULL,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,0,41.43,34,82,1.4,NA,Cutting Your Teeth,0,NA,-93.996
31448,Main Hand,Weapon,Sword,Vibro Sword,105,0,Uncommon,https://tbc.wowhead.com/item=31448,NA,103.575,331.44,194.721,373.44,10.32,61.477,0,0,7.3,71.5,157.2869235,0,76.043,86.68,65.19,67.86,121.117,99.4308,28.6,67.48,372.87,21.62,NULL,11,NULL,NULL,NULL,NULL,NULL,59,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,0,41.43,34,82,1.4,NA,Cutting Your Teeth,0,NA,-93.996
31475,Main Hand,Weapon,Dagger,Thunderlord Scalpel,105,0,Uncommon,https://tbc.wowhead.com/item=31475,NA,114.075,331.44,194.721,373.44,33.43,0.682,0,0,35.64,6.5,157.2869235,9.60225,12.455,5.83,2.09,2.96,93.317,82.9084,107.3,1.98,372.87,122.72,15,11,NULL,NULL,NULL,NULL,NULL,NULL,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,0,41.43,34,82,1.4,NA,The Thunderspike,0,NA,-93.996
31821,Main Hand,Weapon,Sword,Blade of Retribution,102,0,Uncommon,https://tbc.wowhead.com/item=31821,NA,102.625,328.4,192.935,385.4,6.16,53.492,0,0,3,63.4,155.8442725,0,67.07,80.936,57.66,61.04,113.995,96.2544,24.6,62.2,369.45,17.84,NULL,10,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,0,41.05,47,109,1.9,NA,Terokkarantula,0,NA,-170.06
28522,Main Hand,Weapon,Mace,Shard of the Virtuous,115,70,Epic,https://tbc.wowhead.com/item=28522,NA,118.65,330.4,194.11,387.4,86.92,1.24,0,0,102.48,11.08,156.793385,14.0833,21.808,10.6,3.52,5,100.27,82.688,312.4,3.6,371.7,370.4,22,20,NULL,NULL,NULL,NULL,NULL,NULL,348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.3,28,129,1.9,Karazhan,Maiden of Virtue,1,NA,-169.36
28584,Main Hand,Weapon,Fist,Big Bad Wolf's Paw,115,70,Epic,https://tbc.wowhead.com/item=28584,NA,238.615,730.709,437.38,846.49,3.6,0,33.952,28.958,0,0,421.52812,35.09555,0,0,0,0,190.74,199.0912,0,0,857.38,0,18,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,87.6,153,285,2.5,Karazhan,The Big Bad Wolf,1,NA,-59.03
28770,Main Hand,Weapon,Dagger,Nathrezim Mindblade,125,70,Epic,https://tbc.wowhead.com/item=28770,NA,116.85,333.6,195.99,387.6,14.34,208.2445,0,0,5.4,223.64,158.311965,11.5227,228.415,276.928,214.41,219.45,239.33,140.1632,39.35,221.19,375.3,27.53,18,18,NULL,NULL,NULL,NULL,NULL,203,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.7,25,125,1.8,Karazhan,Prince Malchezaar,1,NA,-153.24
28771,Main Hand,Weapon,Mace,Light's Justice,125,70,Epic,https://tbc.wowhead.com/item=28771,NA,115.45,333.6,195.99,387.6,98.9,3.502,0,0,114.62,14.78,158.311965,10.2424,31.753,11.13,4.31,5.36,95.73,83.4924,330.7,3.78,375.3,392.92,16,21,NULL,NULL,20,NULL,NULL,NULL,382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.7,25,125,1.8,Karazhan,Prince Malchezaar,1,NA,-153.24
28802,Main Hand,Weapon,Sword,Bloodmaw Magus-Blade,125,70,Epic,https://tbc.wowhead.com/item=28802,NA,130.7,382.4,224.66,436.4,12.5,208.4175,0,0,4.5,223.7,181.47031,10.2424,226.866,277.23,214.9,220.15,248.82,152.3788,37.75,221.95,430.2,27.55,16,15,NULL,NULL,NULL,NULL,NULL,203,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,47.8,36,136,1.8,Gruul's Lair,Gruul the Dragonkiller,1,NA,-136.16
28928,Main Hand,Weapon,Fist,High Warlord's Right Ripper,115,70,Rare,https://tbc.wowhead.com/item=28928,NA,197.45,602.817,360.89,718.45,3.6,0,29.658,24.64,0,0,346.103065,28.375725,0,0,0,0,156.74,170.2069,0,0,707.63,0,18,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,13,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,71.7,130,243,2.6,NA,PvP,1,NA,-122.39
28931,Main Hand,Weapon,Dagger,High Warlord's Spellblade,115,70,Rare,https://tbc.wowhead.com/item=28931,NA,116.6,332.8,195.52,380.8,10.36,131.8056,0,0,3.9,141.54,157.93232,11.5227,143.431,172.8,141.28,141.8,181.24,116.8468,14.3,129.84,374.4,6.76,18,13,NULL,NULL,NULL,NULL,NULL,121,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.6,32,101,1.6,NA,PvP,1,NA,-123.52
28953,Main Hand,Weapon,Fist,Grand Marshal's Right Ripper,115,70,Rare,https://tbc.wowhead.com/item=28953,NA,197.45,602.817,360.89,718.45,3.6,0,29.658,24.64,0,0,346.103065,28.375725,0,0,0,0,156.74,170.2069,0,0,707.63,0,18,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,13,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,71.7,130,243,2.6,NA,PvP,1,NA,-122.39
28957,Main Hand,Weapon,Dagger,Grand Marshal's Spellblade,115,70,Rare,https://tbc.wowhead.com/item=28957,NA,116.6,332.8,195.52,380.8,10.36,131.8056,0,0,3.9,141.54,157.93232,11.5227,143.431,172.8,141.28,141.8,181.24,116.8468,14.3,129.84,374.4,6.76,18,13,NULL,NULL,NULL,NULL,NULL,121,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NA,NA,NULL,41.6,32,101,1.6,NA,PvP,1,NA,-123.52
